paper_id,title,abstract,back_matter,names,affiliations
626347808e0ebaed5176f6a00206c35e48aeb90d,Virology Journal Genome structure and transcriptional regulation of human coronavirus NL63,"Background: Two human coronaviruses are known since the 1960s: HCoV-229E and HCoV-OC43. SARS-CoV was discovered in the early spring of 2003, followed by the identification of HCoV-NL63, the fourth member of the coronaviridae family that infects humans. In this study, we describe the genome structure and the transcription strategy of HCoV-NL63 by experimental analysis of the viral subgenomic mRNAs.",We thank Berend Jan Bosch and Peter Rottier for providing MHV infected cells and Alexander Nabatov and Barbara van Schaik for technical support.,"['Krzysztof Pyrc', 'Maarten Jebbink', 'Ben Berkhout', 'Lia Van Der Hoek']",['University of Amsterdam']
fe60210f629f9953405917869332d549f39e5a1b,The Structure of a Rigorously Conserved RNA Element within the SARS Virus Genome,"We have solved the three-dimensional crystal structure of the stem-loop II motif (s2m) RNA element of the SARS virus genome to 2.7-Å resolution. SARS and related coronaviruses and astroviruses all possess a motif at the 39 end of their RNA genomes, called the s2m, whose pathogenic importance is inferred from its rigorous sequence conservation in an otherwise rapidly mutable RNA genome. We find that this extreme conservation is clearly explained by the requirement to form a highly structured RNA whose unique tertiary structure includes a sharp 908 kink of the helix axis and several novel longer-range tertiary interactions. The tertiary base interactions create a tunnel that runs perpendicular to the main helical axis whose interior is negatively charged and binds two magnesium ions. These unusual features likely form interaction surfaces with conserved host cell components or other reactive sites required for virus function. Based on its conservation in viral pathogen genomes and its absence in the human genome, we suggest that these unusual structural features in the s2m RNA element are attractive targets for the design of anti-viral therapeutic agents. Structural genomics has sought to deduce protein function based on three-dimensional homology.","We thank Harry Noller for pointing out the similar fold found in the 16S rRNA 530 loop, Luca Jovine for the NUCCYL perl script used to generate the ribbon diagram in Figure ","['Michael Robertson', 'Haller Igel', 'Robert Baertsch', 'David Haussler', 'Manuel Ares', 'William Scott']",['University of California']
a945fe15ef46edadf3f4712668dfc7ee8e5c821d,SARS and hospital priority setting: a qualitative case study and evaluation,"Background: Priority setting is one of the most difficult issues facing hospitals because of funding restrictions and changing patient need. A deadly communicable disease outbreak, such as the Severe Acute Respiratory Syndrome (SARS) in Toronto in 2003, amplifies the difficulties of hospital priority setting. The purpose of this study is to describe and evaluate priority setting in a hospital in response to SARS using the ethical framework 'accountability for reasonableness'.","The authors wish to thank all the administrators, physicians, nurses, staff, patients, and family members who participated in this study. ","['Jennifer Ah Bell', 'Sylvia Hyland', 'Tania Depellegrin', 'Ross Upshur', 'Mark Bernstein', 'Douglas Martin']",['University of Toronto']
505f56215f18a8d205927dd48898f22a336b5b4b,Virology Journal The involvement of survival signaling pathways in rubella-virus induced apoptosis,"Rubella virus (RV) causes severe congenital defects when acquired during the first trimester of pregnancy. RV cytopathic effect has been shown to be due to caspase-dependent apoptosis in a number of susceptible cell lines, and it has been suggested that this apoptotic induction could be a causal factor in the development of such defects. Often the outcome of apoptotic stimuli is dependent on apoptotic, proliferative and survival signaling mechanisms in the cell. Therefore we investigated the role of phosphoinositide 3-kinase (PI3K)-Akt survival signaling and Ras-Raf-MEK-ERK proliferative signaling during RV-induced apoptosis in RK13 cells. Increasing levels of phosphorylated ERK, Akt and GSK3β were detected from 24-96 hours post-infection, concomitant with RV-induced apoptotic signals. Inhibition of PI3K-Akt signaling reduced cell viability, and increased the speed and magnitude of RV-induced apoptosis, suggesting that this pathway contributes to cell survival during RV infection. In contrast, inhibition of the Ras-Raf-MEK-ERK pathway impaired RV replication and growth and reduced RV-induced apoptosis, suggesting that the normal cellular growth is required for efficient virus production.",We would like to thank Dr. Simon Cook for helpful discussions on this work. This work was supported by a grant from the Medical Research Council.,"['Samantha Cooray', 'Jin Li', 'Jennifer Best']","[""King's and St"", '']"
83b05e8afa6cbe7a68170ee155f7eca37c91d51f,BMC Genomics Bioinformatic mapping of AlkB homology domains in viruses,"Background: AlkB-like proteins are members of the 2-oxoglutarate-and Fe(II)-dependent oxygenase superfamily. In Escherichia coli the protein protects RNA and DNA against damage from methylating agents. 1-methyladenine and 3-methylcytosine are repaired by oxidative demethylation and direct reversal of the methylated base back to its unmethylated form. Genes for AlkB homologues are widespread in nature, and Eukaryotes often have several genes coding for AlkBlike proteins. Similar domains have also been observed in certain plant viruses. The function of the viral domain is unknown, but it has been suggested that it may be involved in protecting the virus against the post-transcriptional gene silencing (PTGS) system found in plants. We wanted to do a phylogenomic mapping of viral AlkB-like domains as a basis for analysing functional aspects of these domains, because this could have some relevance for understanding possible alternative roles of AlkB homologues e.g. in Eukaryotes.","The NCBI nr protein sequence database was searched with PSI-Blast [40] , with the output limited to viral sequences. Multiple alignments were made with ClustalX version 1.8 [41] . The phylogenetic tree in Figure 2 was made from ClustalX alignments by MEGA2 [42] , using the neighbour-joining (NJ) approach with complete deletion of gap positions, Poisson correction of distances and 500 bootstrap steps. Phylogenetic trees for sequence regions from sequences with AlkB domains were made with the NJ approach as described above, but with 10.000 bootstrap steps. Corresponding trees were also made by the maximum likelihood approach (ML) by Tree-Puzzle version 5.2 [43] , using an exact likelihood function, the VT matrix [44] and 10.000 puzzling steps. The trees from Tree-Puzzle were visualised with TreeView version 1.6.6 [45] , and the NJ and ML trees were compared with Component version 2.0 [46] . Significance of pairwise tree distances were estimated using the data of Day [12] . Pairwise distances between sequences, for comparing evolution of AlkB domains to other viral domains, were computed directly from ClustalX alignments with local tools, using the Blosum50 mutation matrix [47] , but without any correction for multiple substitutions. Motifs in protein sequences were identified using HMMER version 2.3.2 [48] with the Pfam library version 11.0 [49] . A Pfam-type profile for the methyltransferase domains of Flexiviridae Acknowledgements This project has been supported by the Norwegian Research Council as part of the FUGE Bioinformatics platform project (NFR 151899/150).","['Marit Bratlie', 'Finn Drabløs']",['Norwegian University of Science and Technology']
8d7400a2b387820cd391d7df8194642e50402a0c,Microbial Cell Factories Protein secretion in Lactococcus lactis : an efficient way to increase the overall heterologous protein production,"Lactococcus lactis, the model lactic acid bacterium (LAB), is a food grade and well-characterized Gram positive bacterium. It is a good candidate for heterologous protein delivery in foodstuff or in the digestive tract. L. lactis can also be used as a protein producer in fermentor. Many heterologous proteins have already been produced in L. lactis but only few reports allow comparing production yields for a given protein either produced intracellularly or secreted in the medium. Here, we review several works evaluating the influence of the localization on the production yields of several heterologous proteins produced in L. lactis. The questions of size limits, conformation, and proteolysis are addressed and discussed with regard to protein yields. These data show that i) secretion is preferable to cytoplasmic production; ii) secretion enhancement (by signal peptide and propeptide optimization) results in increased production yield; iii) protein conformation rather than protein size can impair secretion and thus alter production yields; and iv) fusion of a stable protein can stabilize labile proteins. The role of intracellular proteolysis on heterologous cytoplasmic proteins and precursors is discussed. The new challenges now are the development of food grade systems and the identification and optimization of host factors affecting heterologous protein production not only in L. lactis, but also in other LAB species.",Publish with Bio Med Central and every scientist can read your work free of charge ,"['Yves Le Loir', 'Vasco Azevedo', 'Sergio Oliveira', 'Daniela Freitas', 'Anderson Miyoshi', 'Luis Bermúdez-Humarán', 'Sébastien Nouaille', 'Luciana Ribeiro', 'Sophie Leclercq', 'Jane Gabriel', 'Valeria Guimaraes', 'Maricê Oliveira', 'Cathy Charlier', 'Michel Gautier', 'Philippe Langella']","['Belo Horizonte-MG', 'INRA-Agrocampus', 'Institut National de la Recherche Agronomique']"
90c1ab8b02263998f809915b0629da5aa1cbc47a,BMC Family Practice Accuracy of parents in measuring body temperature with a tympanic thermometer,Background: It is now common for parents to measure tympanic temperatures in children. The objective of this study was to assess the diagnostic accuracy of these measurements.,"The authors would like to thank Ann Roth, Gwen Alton, and Kate Mackintosh, who collected the data.","['Joan Robinson', 'Hsing Jou', 'Donald Spady']",['']
72ace5af731fdf4c384e912b074193d13902b7a1,BMC Immunology Expression profile of immune response genes in patients with Severe Acute Respiratory Syndrome,"Background: Severe acute respiratory syndrome (SARS) emerged in later February 2003, as a new epidemic form of life-threatening infection caused by a novel coronavirus. However, the immune-pathogenesis of SARS is poorly understood. To understand the host response to this pathogen, we investigated the gene expression profiles of peripheral blood mononuclear cells (PBMCs) derived from SARS patients, and compared with healthy controls.",This work was supported by Biomedical Research Council-Young Investigator Award grant R-185-000-044-305. We thank A-K Fraser-Andrews for proofreading the manuscript.,"['Renji Reghunathan', 'Manikandan Jayapal', 'Li-Yang Hsu', 'Hiok-Hee Chng', 'Dessmon Tai', 'Bernard Leung', 'Alirio Melendez']","['Tan Tock Seng Hospital', 'National University of Singapore']"
d16e1bd4c6cae1bb55dbc695c5e2ba5105a13921,Respiratory Research Molecular mechanisms of severe acute respiratory syndrome (SARS),"Severe acute respiratory syndrome (SARS) is a new infectious disease caused by a novel coronavirus that leads to deleterious pulmonary pathological features. Due to its high morbidity and mortality and widespread occurrence, SARS has evolved as an important respiratory disease which may be encountered everywhere in the world. The virus was identified as the causative agent of SARS due to the efforts of a WHO-led laboratory network. The potential mutability of the SARS-CoV genome may lead to new SARS outbreaks and several regions of the viral genomes open reading frames have been identified which may contribute to the severe virulence of the virus. With regard to the pathogenesis of SARS, several mechanisms involving both direct effects on target cells and indirect effects via the immune system may exist. Vaccination would offer the most attractive approach to prevent new epidemics of SARS, but the development of vaccines is difficult due to missing data on the role of immune system-virus interactions and the potential mutability of the virus. Even in a situation of no new infections, SARS remains a major health hazard, as new epidemics may arise. Therefore, further experimental and clinical research is required to control the disease.",Part of this work was supported by grants from the European Commission and the DFG to RH (Hi 611/4-1) and to DAG (Gr 2014/2-1). Support from the Fonds der Chemischen Industrie (RH) and the Deutsche Atemwegsliga (DAG) is also gratefully acknowledged.,"['David Groneberg', 'Rolf Hilgenfeld', 'Peter Zabel']","['', 'University of Lübeck', 'Free University and Humboldt-University']"
dce8be353f8ed76957af86118e1b77fd82f54292,"Virology Journal Reference gene selection for quantitative real-time PCR analysis in virus infected cells: SARS corona virus, Yellow fever virus, Human Herpesvirus-6, Camelpox virus and Cytomegalovirus infections","Ten potential reference genes were compared for their use in experiments investigating cellular mRNA expression of virus infected cells. Human cell lines were infected with Cytomegalovirus, Human Herpesvirus-6, Camelpox virus, SARS coronavirus or Yellow fever virus. The expression levels of these genes and the viral replication were determined by real-time PCR. Genes were ranked by the BestKeeper tool, the GeNorm tool and by criteria we reported previously. Ranking lists of the genes tested were tool dependent. However, over all, β-actin is an unsuitable as reference gene, whereas TATA-Box binding protein and peptidyl-prolyl-isomerase A are stable reference genes for expression studies in virus infected cells.",We gratefully acknowledge the excellent technical assistance of Delia Barz and Jung-Won Sim-Bandenburg. The authors are grateful to Andreas Kurth for critical reading of the manuscript.,"['Aleksandar Radonić', 'Stefanie Thulke', 'Hi-Gung Bae', 'Marcel Müller', 'Wolfgang Siegert', 'Andreas Nitsche']","['Robert Koch Institut', 'Medizinische Klinik II m.S. Hämatologie/Onkologie']"
cbd8eed5192247d945644651f0a9de6166992567,BMC Infectious Diseases A novel pancoronavirus RT-PCR assay: frequent detection of human coronavirus NL63 in children hospitalized with respiratory tract infections in Belgium,"Background: Four human coronaviruses are currently known to infect the respiratory tract: human coronaviruses OC43 (HCoV-OC43) and 229E (HCoV-229E), SARS associated coronavirus (SARS-CoV) and the recently identified human coronavirus NL63 (HCoV-NL63). In this study we explored the incidence of HCoV-NL63 infection in children diagnosed with respiratory tract infections in Belgium.","We would like to thank all the colleagues of the laboratory of Clinical & Epidemiological Virology, Department of Microbiology & Immunology, Rega Institute for Medical Research, University of Leuven, Belgium, and the Department of Retrovirology, Academic Medical Center, University of Amsterdam, The Netherlands, for helpful comments and discussion. This work was supported by a fellowship of the Flemish Fonds voor Wetenschappelijk Onderzoek (FWO) to Leen Vijgen, and by FWO-grant G.0288.01.","['Elien Moës', 'Leen Vijgen', 'Els Keyaerts', 'Kalina Zlateva', 'Sandra Li', 'Piet Maes', 'Krzysztof Pyrc', 'Ben Berkhout', 'Lia Van Der Hoek', 'Marc Ranst']","['', 'University of Leuven', 'University of Amsterdam']"
65cc7496f21429d81b3ae129d9c39764e2a1f568,Neglected Diseases The Courage to Change the Rules: A Proposal for an Essential Health R&D Treaty,"Citation: Dentico N, Ford N (2005) The courage to change the rules: A proposal for an essential health R&D treaty. PLoS Med 2(2): e14.","This paper draws on the work of many people who have dedicated their time to confronting the issue of neglected diseases over the past fi ve years. We would like to thank all members of the Neglected Diseases Group, some of whom have given extensive time to developing a much longer version of this proposal.","['Nicoletta Dentico', 'Nathan Ford']",['']
38fec468e30f4e956339345baeef4f15c7541cf5,SARS Transmission Pattern in Singapore Reassessed by Viral Sequence Variation Analysis,"Citation: Liu J, Lim SL, Ruan Y, Ling AE, Ng LFP, et al. (2005) SARS transmission pattern in Singapore reassessed by viral sequence variation analysis. PLoS Med 2(2): e43.","Special thanks to Dr. Eng Eong Ooi for providing the spiked human blood samples. We also want to express our special thanks to Drs. Wei Chia Lin and Christopher Wong for providing us with the primer sets for reverse transcription of RNA. We also want to thank Ms. Carine Bonnard and Mr. Mea Wee Yang for their assistance in the genotyping analysis. This study was supported by funding from the Agency for Science and Technology and Research of Singapore. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","['Jianjun Liu', 'Lan Siew', ' Lim', 'Yijun Ruan', 'Ai Ling', 'Lisa Ng', 'Christian Drosten', 'Edison Liu', 'Lawrence Stanton', 'Martin Hibberd']","['', 'Genome Institute of Singapore', 'National Reference Center for Tropical Infectious Diseases']"
85eb641e06b0d6b1a0b202275add0c5d27e53d71,,"A survey for the year 2003 of significant developments in Australia's official international health relations, and their domestic ramifications, is presented. The discussion is set within the broader context of Australian foreign policy. Sources include official documents, media reports and consultations with officers of the Department of Health and Ageing responsible for international linkages.",The opinions expressed in this article are the sole responsibility of the author.,"['New Australia', ' Zealand']",['']
ab1ac4f7b9c57dad5e3d61f72e8e3d552059fa09,Virology Journal Synergistic inhibition of human cytomegalovirus replication by interferon-alpha/beta and interferon-gamma,"Recent studies have shown that gamma interferon (IFN-γ) synergizes with the innate IFNs (IFN-α and IFN-β) to inhibit herpes simplex virus type 1 (HSV-1) replication in vitro. To determine whether this phenomenon is shared by other herpesviruses, we investigated the effects of IFNs on human cytomegalovirus (HCMV) replication.","This work was supported by the National Institutes of Health (AI054626, AI054238, RR018229, and CA08921; R.F.G.) and (HD045768; C.A.M.). Bruno Sainz is a recipient of a National Research Service Award from the NIH (AI0543818). The authors would like to thank Dr. Mark F. Stinski (University of Iowa, Iowa City, Iowa) for kindly supplying the recombinant virus Towne-GFP and Dr. Daniel N. Streblow (Oregon Health Sciences University, Portland, OR) for kindly donating the HCMV IE antibody. We also thank Dr. Aline Scandurro for critical review of this manuscript and Dr. Joseph Vaccaro and Joshua Costin for their expertise in statistical analyses. We are also indebted to Dr. David Woodhall for his expertise and assistance with HCMV propagation and plaque assays.","['Bruno Sainz', 'Heather Lamarca', 'Robert Garry', 'Cindy Morris']",['Tulane University Health Sciences Center']
7aa3c6793455d0748b58fc6ff75ab336b2863c6c,BMC Structural Biology Orientation determination by wavelets matching for 3D reconstruction of very noisy electron microscopic virus images,"In order to perform a 3D reconstruction of electron microscopic images of viruses, it is necessary to determine the orientation (Euler angels) of the 2D projections of the virus. The projections containing high resolution information are usually very noisy. This paper proposes a new method, based on weighted-projection matching in wavelet space for virus orientation determination. In order to speed the retrieval of the best match between projections from a model and real virus particle, a hierarchical correlation matching method is also proposed.","I thank Wah Chiu for helpful and interesting discussions. Frazer Rixon, Joanita Jakana, Zhang Zhixian for providing the HSV-1 and P22 capsid data and Kelechi Ogbueh for the English revision of the manuscript. This work was supported by the National Institutes of Health (P41RR002250, R01AI38469) and Human Frontier Science Program.",['Ali Saad'],['King Saud University']
03203ab50eb64271a9e825f94a1b1a6c46ea14b3,Recombination Every Day: Abundant Recombination in a Virus during a Single Multi-Cellular Host Infection,"Viral recombination can dramatically impact evolution and epidemiology. In viruses, the recombination rate depends on the frequency of genetic exchange between different viral genomes within an infected host cell and on the frequency at which such co-infections occur. While the recombination rate has been recently evaluated in experimentally co-infected cell cultures for several viruses, direct quantification at the most biologically significant level, that of a host infection, is still lacking. This study fills this gap using the cauliflower mosaic virus as a model. We distributed four neutral markers along the viral genome, and co-inoculated host plants with marker-containing and wild-type viruses. The frequency of recombinant genomes was evaluated 21 d post-inoculation. On average, over 50% of viral genomes recovered after a single host infection were recombinants, clearly indicating that recombination is very frequent in this virus. Estimates of the recombination rate show that all regions of the genome are equally affected by this process. Assuming that ten viral replication cycles occurred during our experiment-based on data on the timing of coat protein detection-the per base and replication cycle recombination rate was on the order of 2 3 10 À5 to 4 3 10 À5 . This first determination of a virus recombination rate during a single multi-cellular host infection indicates that recombination is very frequent in the everyday life of this virus. Citation: Froissart R, Roze D, Uzest M, Galibert L, Blanc S, et al. (2005) Recombination every day: Abundant recombination in a virus during a single multi-cellular host infection. PLoS Biol 3(3): e89.","Competing interests. The authors have declared that no competing interests exist.Author contributions. RF, SB, and YM conceived and designed the experiments. RF, MU, LG, and SB performed the experiments. RF, DR, SB, and YM analyzed the data. RF, DR, SB, and YM wrote the paper.","['Remy Froissart', 'Denis Roze', 'Marilyne Uzest', 'Lionel Galibert', 'Stephane Blanc', 'Yannis Michalakis']","['Institut National de la Recherche Agronomique (INRA)-Ecole National Supérieure Agronomique de Montpellier (ENSAM)', 'Unité Mixte de Recherche Centre National de la Recherche Scientifique (CNRS']"
