paper_id,title,abstract,back_matter,names,affiliations
c9b4c7691175724573497c35ff6ac960a3208104,Glucose-6-phosphate dehydrogenase deficiency (G6PD) as a risk factor of male neonatal sepsis,"Neonatal sepsis is a disease process, which represents the systemic response of bacteria entering the bloodstream during the first 28 days of life. The prevalence of sepsis is higher in male infants than in females, but the exact cause is unknown. Glucose-6-phosphate dehydrogenase (G6PD) is an enzyme in the pentose phosphate pathway, which leads to the production of NADPH. NADPH is required for the respiratory burst reaction in white blood cells (WBCs) to destroy microorganisms. The purpose of this study was to evaluate the prevalence of G6PD deficiency in neonates with sepsis. Materials and methods. This study was performed on 76 neonates with sepsis and 1214 normal neonates from February 2012 to November 2014 in the west of Iran. The G6PD deficiency status was determined by fluorescent spot test. WBCs number and neutrophils percentages were measured and compared in patients with and without G6PD deficiency. Results. The prevalence of the G6PD deficiency in neonates with sepsis was significantly higher compared to the control group (p=0.03). WBCs number and neutrophils percentages in G6PD deficient patients compared with patients without G6PD deficiency were decreased, but were not statistically significant (p=0.77 and p=0.86 respectively). Conclusions. G6PD deficiency is a risk factor of neonatal sepsis and also a justification for more male involvement in this disease. Therefore, newborn screening for this disorder is recommended.",The authors sincerely thank all the health centers and staff for their assistance.,"['Rostami -Far', 'Ghadiri ', ' Rostami-Far', 'Shaveisi-Zadeh ', 'Amiri ', 'Rahimian Zarif', 'Bahareh Rahimian Zarif']","['Islamic Azad University', 'Kermanshah University of Medical Sciences']"
c2676bad025d5a255889b8a699c86711223e3a63,Triterpene Constituents of Euphorbia Erythradenia Bioss. and their Anti-HIV Activity,"Phytochemical investigation of the aerial parts of Euphorbia erythradenia Bioss. (Euphorbiaceae), one of Iranian endemic Euphorbias, with particular attention to triterpene constituents, using methanol solvent extraction was carried out. Five known triterpenes, including four cycloartanes and oleanolic acid, were isolated for the first time and identified using NMR and spectrometric Mass techniques. Anti HIV activity of the isolated triterpenes and ingenoid diterpenes was evaluated using single cycle replicable HIV-1 (SCR HIV-1) virions. Molecular features of the most active compound (IC 50 = 0.008 μM, CC 50 = 3.264 μM, TI = 380.64), which showed higher therapeutic index than nevirapine, was assessed using molecular docking. Docking studies demonstrated three hydrogen bonds between HIV-1 virion protease active site and this compound with a distance less than 3 A° which can be responsible for the observed anti HIV-1 activity.","This paper is a part of PhD thesis of Seyed Mohammad Zarei in pharmacognosy, proposed and approved in school of pharmacy, Shahid Beheshti University of Medical Sciences, Tehran, Islamic Republic of Iran. The authors would like to thank Shahid Beheshti University of Medical Sciences which supported this research financially and all technicians who provided supports during the study. ","['Abdul Majid Ayatollahi', 'Seyed Zarei', 'Arash Memarnejadian', 'Mustafa Ghanadian', 'Mohammad Moghadam', 'Farzad Kobarfard']","['Institute Pasture of Iran', 'Shahid Beheshti University of Medical Sciences', 'Isfahan University of Medical Sciences']"
471711362b8adb4bda402d22aebd264f63f8e1b7,Enrichment of Retroviral Sequences in Brain Tissue from Patients with Severe Demyelinating Diseases,"Background-Our group has used deep sequencing to identify viral RNA signatures in human brain specimens. We have previously used this method to detect HSV1, GBV-C, and measles virus sequence in brain tissue from deceased donors. Deep sequencing was performed on brain specimens from a cohort of patients who died with progressive forms of MS, revealing evidence of increased expression of some human endogenous retrovirus (HERV) domains.","The authors would like to acknowledge help from Dr. Rashed M. Nagra, Director, Human Brain and Spinal Fluid Resource Center (UCLA Brain Bank), Los Angeles, CA; Dr. John Corboy, Director, Rocky Mountain MS Center, Denver, CO; and Dr. Don Gilden at the University of Colorado for the provision of frozen brain specimens. Brian Dalley from Huntsman Cancer Institute Microarray Core Facility supervised the preparation of cDNA libraries and the Illumina sequencing.","['J Kriesel', 'P Bhetariya', 'B Chan', 'T Wilson', 'K Fischer']","['University of Utah School of Medicine', 'Yale University', 'Shahid Beheshti University of Medical Sciences']"
0fe7a393c5db38f3913c46f25a3ed75d14f76900,"Zika Virus Infection, Basic and Clinical Aspects: A Review Article","Background: Zika virus infection has recently attracted the attention of medical community. While clinical manifestations of the infection in adult cases are not severe and disease is not associated with high mortality rates, Zika virus infection can have an impact on fetal development and lead to severe neurodevelopmental abnormalities. Methods: To gain insight into different aspects of Zika virus infection, a comprehensive literature review was performed. With regard to epidemiology and geographical distribution of Zika virus infection, relevant information was extracted from CDC and WHO websites. Results: In this review, we discuss different basic and clinical aspects of Zika virus infection including virology, epidemiology and pathogenesis of disease. Laboratory methods required for the diagnosis of disease together with ethical issues associated with Zika virus infection will also be discussed in detail. Conclusion: Herein, we have tried to provide a multi-faceted view of Zika virus infection, with greater emphasis on disease status in Eastern Mediterranean Region.",No financial resources or support was used for preparing this article.,"['Farshid Noorbakhsh', 'Kamal Abdolmohammadi', 'Yousef Fatahi', 'Hossein Dalili', 'Mehrnaz Rasoolinejad', 'Farshid Rezaei', 'Mostafa Salehi-Vaziri', 'Zahra Shafiei-Jandaghi', 'Shamsi Gooshki', 'Morteza Zaim', 'Mohammad Nicknam']","['Pasteur Institute of Iran', 'Ministry of Health and Medical Education', 'Tehran University of Medical Sciences']"
aeac4c993813c60687acf54e7a35957830c7b727,"Progress on the Implementation of Environmental Surveillance in the African Region, 2011-2016",Objective-This article summarises the progress made since the introduction of environmental surveillance in the African Region.,"We would like to acknowledge all the laboratory staff and EPI focal points from all countries that have established environmental surveillance activity and contributed to the construction of this manuscript. We acknowledge support received from the laboratory focal points (Charles Byabamazima, Anfumbom Kfutwah, Annick Dosseh), and ","['Nicksy Gumede', 'Joseph Okeibunor', 'Ousmane Diop', 'Maryceline Baba', 'Jacob Barnor', 'Salla Mbaye', 'Johnson Ticha', 'Goitom Weldegebriel', 'Humayun Asghar', 'Pascal Mkanda']","['WHO Head Quarters', 'WHO Regional Office for East and Mediterrian', 'WHO Regional Office for Africa']"
24beb94c313a07be6b0c745a6ca8a3d810618506,Immunogenicity of Different Forms of Middle East Respiratory Syndrome S Glycoprotein,"The Middle East respiratory syndrome coronavirus (MERS-CoV) was identified in 2012 during the first Middle East respiratory syndrome (MERS) outbreaks. MERS-CoV causes an acute lower-respiratory infection in humans, with a fatality rate of ~35.5%. Currently, there are no registered vaccines or means of therapeutic protection against MERS in the world. The MERS-CoV S glycoprotein plays the most important role in the viral life cycle (virus internalization). The S protein is an immunodominant antigen and the main target for neutralizing antibodies. In the present study, the immunogenicities of five different forms of the MERS-CoV S glycoprotein were compared: the full-length S glycoprotein, the full-length S glycoprotein with the transmembrane domain of the G glycoprotein of VSV (S-G), the receptor-binding domain (RBD) of the S glycoprotein, the membrane-fused RBD (the RBD fused with the transmembrane domain of the VSV G glycoprotein (RBD-G)), and the RBD fused with Fc of human IgG1 (RBD-Fc). Recombinant vectors based on human adenoviruses type 5 (rAd5) were used as delivery vehicles. Vaccination with all of the developed rAd5 vectors elicited a balanced Th1/Th2 response in mice. The most robust humoral immune response was induced after the animal had been vaccinated with the membrane-fused RBD (rAd5-RBD-G). Only immunization with membrane forms of the glycoprotein (rAd5-S, rAd5-S-G, and rAd5-RBD-G) elicited neutralizing antibodies among all vaccinated animals. The most significant cellular immune response was induced after vaccination of the animals with the full-length S (rAd5-S). These investigations suggest that the full-length S and the membrane form of the RBD (RBD-G) are the most promising vaccine candidates among all the studied forms of S glycoprotein. KEYWORDS Middle East respiratory syndrome, MERS; MERS-CoV, glycoprotein; adenoviral vector, immunity. ABBREVIATIONS 95% CI -95% confidence interval; APC -allophycocyanin; DPP4 -dipeptidyl peptidase 4; Fc -fragment crystallizable; FFU -focus-forming units; rAd5 -recombinant vector based on adenovirus type 5; RBD -receptor-binding domain of MERS-CoV S glycoprotein; RBD-Fc -receptor-binding domain of MERS-CoV S glycoprotein fused with Fc of human IgG1; RBD-G -receptor-binding domain of MERS-CoV S glycoprotein fused with the transmembrane domain of the VSV G glycoprotein; S -MERS-CoV glycoprotein; S1, S2 -domains of MERS-CoV S glycoprotein; S-G -full-length S glycoprotein with the transmembrane domain of the G glycoprotein of VSV; Th -T helper; VSV -vesicular stomatitis virus; MERS -Middle East respiratory syndrome; MERS-CoV -Middle East respiratory syndrome coronavirus; PFU -plaque-forming unit; v.p. -viral particles; GMT -geometric mean titer; IFNγ -interferon gamma; TM -transmembrane domain; SARS -severe acute respiratory syndrome; SARS-CoV -severe acute respiratory syndrome coronavirus; PBSphosphate-buffered saline; PBST -PBS supplemented with 0.1% Tween 20; ER -endoplasmic reticulum.",The authors declare that there is no conflict of interest regarding the publication of this article.,"['T Ozharovskaia', 'O Zubkova', 'I Dolzhikova', 'A Gromova', 'D Grousova', 'A Tukhvatulin', 'O Popova', 'D Shcheblyakov', 'D Scherbinin', 'A Dzharullaeva', 'A Erokhova', 'M Shmarov', 'S Loginova', 'S Borisevich', 'B Naroditsky', 'D Logunov', 'A Gintsburg']",['Ministry of Health of Russian Federation']
35229a458e5e6c73b9bcc155eedb15c62a24ce17,A Novel Questionnaire to Ergonomically Assess Respirators among Health Care Staff: Development and Validation,"Background: Health care workers are at a high risk of exposure to infectious diseases spread by airborne transmission. N95 respirators are the most common respirators used in the health care system and negligence in using them may cause health problems. Hence, more emphasis should be on ergonomic aspects of this mask. This study aimed to develop a tool for ergonomic evaluation of these respirators.","We would like to express our gratitude to all staff of Masih Daneshvari Hospital for their cooperation and assistance in conducting this study. This article was extracted from a Master's thesis entitled ""Assessment of the N95 respirator mask-face compliance for medical personnel and affecting factors"" approved at Shahid Beheshti University of Medical Sciences, Tehran, Iran.","['Reza Jazani', 'Seyed Seyedmehdi', 'Amir Kavousi', 'Somaye Tahernezhad', 'Javazm ', 'Shahid Environment', ' Beheshti']",['Shahid Beheshti University of Medical Sciences']
87ad4bcfb14f3ae9f7eb1a0642d50fad167349e2,Journal of Biomedical Discovery and Collaboration Biological information specialists for biological informatics,"Data management and integration are complicated and ongoing problems that will require commitment of resources and expertise from the various biological science communities. Primary components of successful cross-scale integration are smooth information management and migration from one context to another. We call for a broadening of the definition of bioinformatics and bioinformatics training to span biological disciplines and biological scales. Training programs are needed that educate a new kind of informatics professional, Biological Information Specialists, to work in collaboration with various discipline-specific research personnel. Biological Information Specialists are an extension of the informationist movement that began within library and information science (LIS) over 30 years ago as a professional position to fill a gap in clinical medicine. These professionals will help advance science by improving access to scientific information and by freeing scientists who are not interested in data management to concentrate on their science.",This material is based upon work supported by the National Science Foundation under Grant No. IIS-0534567.,"['Bryan Heidorn', 'Carole Palmer', 'Dan Wright']",['Shahid Beheshti University of Medical Sciences']
655b175741b74ae8c98f93fd449c88a147bee96e,): e35 REVIEW ARTICLE A. Prevalence of Underlying Diseases in Hospitalized Patients with COVID-19: a Systematic Review and Meta-Analysis,"Introduction: In the beginning of 2020, an unexpected outbreak due to a new corona virus made the headlines all over the world. Exponential growth in the number of those affected makes this virus such a threat. The current meta-analysis aimed to estimate the prevalence of underlying disorders in hospitalized COVID-19 patients. Methods: A comprehensive systematic search was performed on PubMed, Scopus, Web of science, and Google scholar, to find articles published until 15 February 2020. All relevant articles that reported clinical characteristics and epidemiological information of hospitalized COVID-19 patients were included in the analysis. Results: The data of 76993 patients presented in 10 articles were included in this study. According to the metaanalysis, the pooled prevalence of hypertension, cardiovascular disease, smoking history and diabetes in people infected with SARS-CoV-2 were estimated as 16.37% (95%CI: 10.15%-23.65%), 12.11% (95%CI 4.40%-22.75%), 7.63% (95%CI 3.83%-12.43%) and 7.87% (95%CI 6.57%-9.28%), respectively. Conclusion: According to the findings of the present study, hypertension, cardiovascular diseases, diabetes mellitus, smoking, chronic obstructive pulmonary disease (COPD), malignancy, and chronic kidney disease were among the most prevalent underlying diseases among hospitalized COVID-19 patients, respectively.","********* Nanshan Chen,2020 ***** ** *** ********** Dawei Wang, 2020 ***** ** *** ********** Jie.Li, 2020 ***** ** *** ********** Wei-Jie Guan, 2020 ***** ** *** ********** Xiao-Wei Xu, 2020","['Amir Emami', 'Fatemeh Javanmardi', 'Neda Pirbonyeh', 'Ali Akbari']",['Shiraz University of Medical Sciences']
b741ebc747e054216b184b572bbe130bb9d772bd,Covid 19 pandemic and gynaecological laparoscopic surgery: knowns and unknowns,"The worldwide impact of COVID 19 continues to be felt as hospitals in all countries reduce elective and nonurgent cases to allow staffing and resources to be deployed elsewhere. Urgent gynaecological and cancer procedures are continuing, and it is imperative all theatre staff are protected and risks of SARS-CoV-2 viral transmission reduced when operating on asymptomatic, suspected or confirmed COVID 19 patients. In particular, there are concerns relating to the transmission of COVID 19 during gynaecological laparoscopic surgery, arising from the potential generation of SARS-CoV-2 contaminated aerosols from CO2 leakage and the creation of smoke from the use of energy devices. The aim of this paper is to review all the up to date evidence, including experiences from China and Italy, to guide the safe management of such patients when undergoing gynaecological procedures.",The authors would like to thank BSGE officers and council members who reviewed this,"['R Mallick', 'F Odejinmi', 'T Clark']","[""Birmingham Women's and Children's Hospital"", 'Princess Royal Hospital', 'Barts Health NHS Trust']"
